gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,AvgMonthlySpend,StreamingServices,TenureGroup,ContractRisk,PaymentType,InternetType,HighValueCustomer,EngagementLevel
Male,No,No,No,40,No,No,DSL,Secure,Backup Enabled,Protected,No Support,One year,No,Credit card (automatic),62.05,2511.55,Retained,62.78875000000001,TV + Movies,2-4 Years,Medium Risk,Auto,Medium Speed,No,Low
Female,No,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.1,318.6,Retained,19.9125,No Streaming,1-2 Years,Medium Risk,Auto,No Internet,No,Low
Male,No,No,No,10,Yes,Yes,Fiber optic,Not Secure,No Backup,Not Protected,No Support,Month-to-month,Yes,Mailed check,74.15,811.8,Churned,81.17999999999999,No Streaming,0-1 Year,High Risk,Manual,High Speed,Yes,Low
Female,No,Yes,No,72,Yes,Yes,Fiber optic,Not Secure,Backup Enabled,Protected,No Support,One year,Yes,Electronic check,101.35,7323.15,Retained,101.71041666666666,TV + Movies,4+ Years,Medium Risk,Manual,High Speed,Yes,Medium
Female,Yes,No,No,2,Yes,Yes,Fiber optic,Not Secure,No Backup,Not Protected,No Support,Month-to-month,Yes,Electronic check,84.05,186.05,Retained,93.025,Movies Only,0-1 Year,High Risk,Manual,High Speed,Yes,Medium
Male,No,Yes,Yes,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.9,454.0,Retained,19.73913043478261,No Streaming,1-2 Years,Low Risk,Manual,No Internet,No,Low
Female,Yes,No,No,71,Yes,Yes,Fiber optic,Not Secure,Backup Enabled,Protected,No Support,One year,Yes,Electronic check,105.9,7521.95,Retained,105.94295774647887,TV + Movies,4+ Years,Medium Risk,Manual,High Speed,Yes,Medium
Female,No,Yes,No,11,Yes,Yes,Fiber optic,Not Secure,No Backup,Protected,No Support,Month-to-month,Yes,Electronic check,99.5,1056.95,Churned,96.08636363636364,TV + Movies,0-1 Year,High Risk,Manual,High Speed,Yes,Medium
Male,No,No,No,1,Yes,No,DSL,Not Secure,No Backup,Not Protected,No Support,Month-to-month,Yes,Mailed check,44.15,44.15,Churned,44.15,No Streaming,0-1 Year,High Risk,Manual,Medium Speed,No,Low
Female,No,No,No,16,Yes,No,DSL,Not Secure,Backup Enabled,Not Protected,Support Available,Month-to-month,Yes,Mailed check,53.9,834.15,Churned,52.134375,No Streaming,1-2 Years,High Risk,Manual,Medium Speed,No,Low
Female,No,No,No,1,Yes,Yes,Fiber optic,Not Secure,No Backup,Not Protected,No Support,Month-to-month,Yes,Mailed check,85.45,85.45,Churned,85.45,Movies Only,0-1 Year,High Risk,Manual,High Speed,Yes,Medium
Male,No,Yes,No,12,Yes,No,Fiber optic,Not Secure,Backup Enabled,Not Protected,No Support,Month-to-month,Yes,Credit card (automatic),85.05,999.8,Retained,83.31666666666666,Movies Only,0-1 Year,High Risk,Auto,High Speed,Yes,Low
Female,No,No,No,54,No,No,DSL,Secure,No Backup,Not Protected,Support Available,One year,No,Bank transfer (automatic),44.1,2369.7,Retained,43.88333333333333,Movies Only,4+ Years,Medium Risk,Auto,Medium Speed,No,Low
Female,No,Yes,No,68,Yes,Yes,Fiber optic,Not Secure,Backup Enabled,Protected,Support Available,Two year,No,Credit card (automatic),90.2,6297.65,Retained,92.6125,No Streaming,4+ Years,Low Risk,Auto,High Speed,Yes,Low
Female,No,Yes,Yes,4,Yes,Yes,DSL,Not Secure,No Backup,Not Protected,No Support,Month-to-month,No,Mailed check,50.85,239.55,Churned,59.8875,No Streaming,0-1 Year,High Risk,Manual,Medium Speed,No,Low
Female,No,No,Yes,1,Yes,No,DSL,Not Secure,No Backup,Protected,No Support,Month-to-month,No,Electronic check,59.2,59.2,Churned,59.2,Movies Only,0-1 Year,High Risk,Manual,Medium Speed,No,Low
Male,No,No,No,27,Yes,No,DSL,Secure,No Backup,Not Protected,Support Available,Month-to-month,No,Mailed check,53.45,1461.45,Retained,54.12777777777778,No Streaming,2-4 Years,High Risk,Manual,Medium Speed,No,Low
Male,No,No,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.95,416.4,Retained,19.82857142857143,No Streaming,1-2 Years,High Risk,Manual,No Internet,No,Low
Male,No,No,No,13,Yes,No,Fiber optic,Not Secure,No Backup,Protected,No Support,Month-to-month,Yes,Electronic check,83.2,1060.6,Churned,81.58461538461538,TV Only,1-2 Years,High Risk,Manual,High Speed,Yes,Low
Female,Yes,No,No,64,Yes,Yes,DSL,Not Secure,Backup Enabled,Protected,Support Available,Month-to-month,No,Credit card (automatic),74.65,4869.35,Retained,76.08359375,Movies Only,4+ Years,High Risk,Auto,Medium Speed,Yes,Medium
Female,No,No,No,1,Yes,No,DSL,Secure,Backup Enabled,Not Protected,No Support,Month-to-month,Yes,Electronic check,54.9,54.9,Churned,54.9,No Streaming,0-1 Year,High Risk,Manual,Medium Speed,No,Low
Male,No,Yes,No,57,No,No,DSL,Not Secure,Backup Enabled,Protected,Support Available,Two year,Yes,Bank transfer (automatic),57.5,3265.95,Retained,57.29736842105263,TV + Movies,4+ Years,Low Risk,Auto,Medium Speed,No,Low
Female,No,Yes,No,21,Yes,Yes,Fiber optic,Secure,No Backup,Protected,No Support,Month-to-month,Yes,Electronic check,103.9,2254.2,Churned,107.34285714285713,TV + Movies,1-2 Years,High Risk,Manual,High Speed,Yes,Medium
Male,No,No,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.65,358.15,Retained,18.849999999999998,No Streaming,1-2 Years,Low Risk,Manual,No Internet,No,Low
Male,No,Yes,No,31,Yes,No,Fiber optic,Not Secure,No Backup,Protected,No Support,One year,Yes,Electronic check,93.8,2939.8,Retained,94.83225806451614,TV + Movies,2-4 Years,Medium Risk,Manual,High Speed,Yes,Medium
Male,No,No,No,52,Yes,Yes,DSL,Secure,Backup Enabled,Protected,Support Available,Two year,Yes,Mailed check,89.25,4652.4,Retained,89.46923076923076,TV + Movies,4+ Years,Low Risk,Manual,Medium Speed,Yes,Medium
Female,No,No,No,46,Yes,Yes,Fiber optic,Not Secure,Backup Enabled,Protected,No Support,One year,Yes,Electronic check,94.15,4408.45,Retained,95.8358695652174,Movies Only,2-4 Years,Medium Risk,Manual,High Speed,Yes,Medium
Female,Yes,No,No,11,Yes,Yes,DSL,Secure,No Backup,Not Protected,No Support,Month-to-month,Yes,Electronic check,55.6,580.8,Retained,52.8,No Streaming,0-1 Year,High Risk,Manual,Medium Speed,No,Low
Female,No,Yes,Yes,53,No,No,DSL,Secure,Backup Enabled,Protected,No Support,Month-to-month,Yes,Bank transfer (automatic),48.7,2495.2,Retained,47.079245283018864,Movies Only,4+ Years,High Risk,Auto,Medium Speed,No,Low
Female,No,Yes,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.25,180.3,Churned,16.39090909090909,No Streaming,0-1 Year,High Risk,Manual,No Internet,No,Low
Male,Yes,No,No,57,Yes,Yes,Fiber optic,Not Secure,Backup Enabled,Not Protected,Support Available,Month-to-month,Yes,Bank transfer (automatic),104.9,5913.95,Retained,103.75350877192982,TV + Movies,4+ Years,High Risk,Auto,High Speed,Yes,Medium
Female,Yes,No,No,2,Yes,Yes,Fiber optic,Not Secure,No Backup,Not Protected,No Support,Month-to-month,Yes,Mailed check,75.45,158.4,Churned,79.2,No Streaming,0-1 Year,High Risk,Manual,High Speed,Yes,Low
Female,Yes,No,No,2,Yes,No,DSL,Secure,Backup Enabled,Not Protected,No Support,Month-to-month,No,Mailed check,54.85,104.2,Churned,52.1,No Streaming,0-1 Year,High Risk,Manual,Medium Speed,No,Low
Female,No,Yes,Yes,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.9,1389.35,Retained,19.56830985915493,No Streaming,4+ Years,Low Risk,Auto,No Internet,No,Low
Female,No,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.4,19.4,Retained,19.4,No Streaming,0-1 Year,High Risk,Manual,No Internet,No,Low
Male,No,Yes,No,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.05,1629.2,Retained,23.958823529411767,No Streaming,4+ Years,Low Risk,Auto,No Internet,No,Low
Male,No,Yes,No,72,Yes,No,DSL,Secure,Backup Enabled,Protected,Support Available,Two year,No,Mailed check,84.45,6033.1,Retained,83.79305555555555,TV + Movies,4+ Years,Low Risk,Manual,Medium Speed,Yes,Medium
Female,No,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.3,44.4,Retained,22.2,No Streaming,0-1 Year,High Risk,Manual,No Internet,No,Low
Male,Yes,Yes,No,1,Yes,Yes,Fiber optic,Not Secure,No Backup,Not Protected,No Support,Month-to-month,Yes,Electronic check,95.1,95.1,Churned,95.1,TV + Movies,0-1 Year,High Risk,Manual,High Speed,Yes,Medium
Female,No,No,No,41,Yes,No,DSL,Secure,No Backup,Protected,Support Available,One year,Yes,Bank transfer (automatic),79.85,3320.75,Retained,80.9939024390244,TV + Movies,2-4 Years,Medium Risk,Auto,Medium Speed,Yes,Medium
Male,No,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.55,1867.7,Retained,25.94027777777778,No Streaming,4+ Years,Low Risk,Auto,No Internet,No,Low
Male,No,Yes,No,6,Yes,Yes,Fiber optic,Not Secure,No Backup,Not Protected,No Support,Month-to-month,Yes,Electronic check,75.5,438.0,Churned,73.0,No Streaming,0-1 Year,High Risk,Manual,High Speed,Yes,Low
Female,No,Yes,Yes,4,Yes,No,Fiber optic,Not Secure,No Backup,Protected,No Support,Month-to-month,Yes,Electronic check,73.75,325.45,Churned,81.3625,No Streaming,0-1 Year,High Risk,Manual,High Speed,Yes,Low
Male,No,No,No,12,Yes,Yes,Fiber optic,Not Secure,No Backup,Not Protected,No Support,Month-to-month,Yes,Electronic check,96.05,1148.1,Churned,95.675,TV + Movies,0-1 Year,High Risk,Manual,High Speed,Yes,Medium
Female,No,Yes,No,58,Yes,Yes,DSL,Secure,No Backup,Not Protected,Support Available,One year,Yes,Electronic check,68.4,3972.25,Retained,68.48706896551724,Movies Only,4+ Years,Medium Risk,Manual,Medium Speed,No,Medium
Female,No,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.65,155.9,Retained,22.271428571428572,No Streaming,0-1 Year,High Risk,Manual,No Internet,No,Low
Female,No,Yes,No,65,Yes,No,DSL,Secure,No Backup,Protected,No Support,Month-to-month,Yes,Mailed check,55.15,3673.15,Retained,56.51,No Streaming,4+ Years,High Risk,Manual,Medium Speed,No,Low
Male,No,No,No,1,Yes,No,Fiber optic,Not Secure,No Backup,Not Protected,No Support,Month-to-month,Yes,Mailed check,70.6,70.6,Retained,70.6,No Streaming,0-1 Year,High Risk,Manual,High Speed,Yes,Low
Male,No,Yes,No,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.95,1126.75,Retained,20.120535714285715,No Streaming,4+ Years,Medium Risk,Auto,No Internet,No,Low
Male,No,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.0,73.45,Retained,18.3625,No Streaming,0-1 Year,High Risk,Manual,No Internet,No,Low
Female,No,Yes,Yes,58,Yes,No,DSL,Not Secure,No Backup,Not Protected,No Support,One year,Yes,Mailed check,44.1,2413.05,Retained,41.60431034482759,No Streaming,4+ Years,Medium Risk,Manual,Medium Speed,No,Low
Male,No,Yes,No,62,Yes,Yes,Fiber optic,Not Secure,No Backup,Protected,Support Available,Two year,Yes,Bank transfer (automatic),107.6,6912.7,Retained,111.49516129032257,TV + Movies,4+ Years,Low Risk,Auto,High Speed,Yes,Medium
Male,No,No,No,26,Yes,Yes,DSL,Secure,Backup Enabled,Not Protected,No Support,One year,No,Electronic check,61.55,1581.95,Retained,60.84423076923077,No Streaming,2-4 Years,Medium Risk,Manual,Medium Speed,No,Low
Male,No,No,No,62,Yes,Yes,Fiber optic,Secure,Backup Enabled,Protected,No Support,Month-to-month,No,Bank transfer (automatic),90.7,5586.45,Retained,90.1040322580645,No Streaming,4+ Years,High Risk,Auto,High Speed,Yes,Low
Female,No,Yes,Yes,58,Yes,No,Fiber optic,Secure,Backup Enabled,Not Protected,No Support,One year,No,Credit card (automatic),99.25,5846.65,Retained,100.80431034482758,TV + Movies,4+ Years,Medium Risk,Auto,High Speed,Yes,Medium
Female,No,Yes,No,68,Yes,Yes,DSL,Secure,Backup Enabled,Protected,Support Available,Two year,Yes,Electronic check,91.7,6424.7,Retained,94.48088235294118,TV + Movies,4+ Years,Low Risk,Manual,Medium Speed,Yes,Medium
Female,No,Yes,Yes,61,Yes,Yes,Fiber optic,Secure,Backup Enabled,Protected,No Support,One year,Yes,Credit card (automatic),100.7,6018.65,Retained,98.66639344262295,Movies Only,4+ Years,Medium Risk,Auto,High Speed,Yes,Medium
Female,No,No,No,42,Yes,Yes,DSL,Not Secure,No Backup,Protected,Support Available,Two year,Yes,Credit card (automatic),78.45,3373.4,Retained,80.31904761904762,TV + Movies,2-4 Years,Low Risk,Auto,Medium Speed,Yes,Medium
Male,No,No,No,18,Yes,Yes,Fiber optic,Not Secure,No Backup,Not Protected,No Support,Month-to-month,No,Bank transfer (automatic),84.3,1537.9,Retained,85.4388888888889,TV Only,1-2 Years,High Risk,Auto,High Speed,Yes,Medium
Female,No,No,No,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),19.55,1080.55,Retained,19.295535714285712,No Streaming,4+ Years,Low Risk,Auto,No Internet,No,Low
Female,No,No,No,4,Yes,Yes,Fiber optic,Not Secure,Backup Enabled,Not Protected,No Support,Month-to-month,Yes,Electronic check,88.95,355.2,Churned,88.8,Movies Only,0-1 Year,High Risk,Manual,High Speed,Yes,Medium
Female,No,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.45,82.85,Retained,20.7125,No Streaming,0-1 Year,High Risk,Auto,No Internet,No,Low
Female,No,No,Yes,35,Yes,No,DSL,Secure,Backup Enabled,Not Protected,No Support,One year,No,Credit card (automatic),55.6,2016.45,Retained,57.612857142857145,No Streaming,2-4 Years,Medium Risk,Auto,Medium Speed,No,Low
Female,No,Yes,Yes,64,Yes,Yes,Fiber optic,Secure,No Backup,Not Protected,Support Available,Month-to-month,Yes,Bank transfer (automatic),86.8,5327.25,Retained,83.23828125,No Streaming,4+ Years,High Risk,Auto,High Speed,Yes,Low
Female,No,No,No,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.95,683.25,Retained,22.04032258064516,No Streaming,2-4 Years,Medium Risk,Manual,No Internet,No,Low
Female,Yes,Yes,No,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.05,1263.05,Retained,18.851492537313433,No Streaming,4+ Years,Low Risk,Auto,No Internet,No,Low
Female,No,No,No,4,Yes,No,DSL,Not Secure,Backup Enabled,Not Protected,No Support,Month-to-month,No,Credit card (automatic),50.7,151.3,Churned,37.825,No Streaming,0-1 Year,High Risk,Auto,Medium Speed,No,Low
Female,Yes,Yes,No,70,Yes,Yes,Fiber optic,Secure,Backup Enabled,Protected,Support Available,Two year,Yes,Electronic check,113.65,7714.65,Retained,110.20928571428571,TV + Movies,4+ Years,Low Risk,Manual,High Speed,Yes,Medium
Male,No,No,No,3,Yes,No,DSL,Not Secure,No Backup,Not Protected,No Support,Month-to-month,No,Credit card (automatic),53.4,188.7,Churned,62.9,TV Only,0-1 Year,High Risk,Auto,Medium Speed,No,Low
Male,Yes,Yes,No,53,Yes,Yes,Fiber optic,Not Secure,Backup Enabled,Not Protected,No Support,Month-to-month,Yes,Electronic check,101.9,5549.4,Churned,104.70566037735848,TV + Movies,4+ Years,High Risk,Manual,High Speed,Yes,Medium
Male,No,Yes,Yes,2,Yes,No,DSL,Secure,Backup Enabled,Not Protected,Support Available,Two year,No,Mailed check,59.5,130.5,Retained,65.25,No Streaming,0-1 Year,Low Risk,Manual,Medium Speed,No,Low
Female,No,Yes,Yes,29,Yes,No,Fiber optic,Not Secure,No Backup,Not Protected,No Support,Month-to-month,Yes,Credit card (automatic),87.8,2621.75,Retained,90.40517241379311,TV + Movies,2-4 Years,High Risk,Auto,High Speed,Yes,Medium
Female,No,No,No,47,No,No,DSL,Secure,No Backup,Protected,Support Available,Two year,No,Mailed check,41.9,1875.25,Retained,39.898936170212764,No Streaming,2-4 Years,Low Risk,Manual,Medium Speed,No,Low
Female,No,Yes,Yes,68,Yes,Yes,Fiber optic,Not Secure,No Backup,Not Protected,No Support,One year,Yes,Electronic check,83.0,5685.8,Churned,83.61470588235295,TV Only,4+ Years,Medium Risk,Manual,High Speed,Yes,Medium
Male,No,No,Yes,12,Yes,No,DSL,Secure,No Backup,Not Protected,No Support,Month-to-month,Yes,Mailed check,69.85,837.5,Retained,69.79166666666667,TV + Movies,0-1 Year,High Risk,Manual,Medium Speed,No,Medium
Female,No,Yes,Yes,8,Yes,No,DSL,Not Secure,Backup Enabled,Not Protected,Support Available,Month-to-month,No,Bank transfer (automatic),56.3,401.5,Retained,50.1875,No Streaming,0-1 Year,High Risk,Auto,Medium Speed,No,Low
Male,No,Yes,No,54,Yes,Yes,Fiber optic,Secure,Backup Enabled,Protected,No Support,Month-to-month,No,Electronic check,109.55,6118.95,Retained,113.31388888888888,TV + Movies,4+ Years,High Risk,Manual,High Speed,Yes,Medium
Male,No,Yes,Yes,69,Yes,No,Fiber optic,Not Secure,Backup Enabled,Not Protected,Support Available,Two year,Yes,Mailed check,92.15,6480.9,Retained,93.92608695652173,TV Only,4+ Years,Low Risk,Manual,High Speed,Yes,Low
Female,No,No,No,26,Yes,Yes,DSL,Secure,Backup Enabled,Not Protected,No Support,Month-to-month,Yes,Bank transfer (automatic),69.5,1800.05,Retained,69.2326923076923,TV Only,2-4 Years,High Risk,Auto,Medium Speed,No,Medium
Female,No,Yes,No,72,Yes,Yes,Fiber optic,Secure,Backup Enabled,Protected,Support Available,Two year,Yes,Bank transfer (automatic),97.0,7104.2,Retained,98.66944444444444,No Streaming,4+ Years,Low Risk,Auto,High Speed,Yes,Low
Female,No,No,No,70,No,No,DSL,Secure,No Backup,Protected,Support Available,Two year,Yes,Bank transfer (automatic),58.35,4214.25,Retained,60.20357142857143,TV + Movies,4+ Years,Low Risk,Auto,Medium Speed,No,Low
Male,No,No,Yes,1,Yes,No,DSL,Secure,No Backup,Not Protected,No Support,Month-to-month,No,Mailed check,50.6,50.6,Churned,50.6,No Streaming,0-1 Year,High Risk,Manual,Medium Speed,No,Low
Male,No,No,No,10,Yes,No,Fiber optic,Not Secure,No Backup,Not Protected,No Support,Month-to-month,Yes,Electronic check,89.5,863.1,Churned,86.31,TV + Movies,0-1 Year,High Risk,Manual,High Speed,Yes,Medium
Female,No,Yes,Yes,28,Yes,No,Fiber optic,Not Secure,No Backup,Not Protected,No Support,One year,Yes,Bank transfer (automatic),70.4,1992.2,Retained,71.15,No Streaming,2-4 Years,Medium Risk,Auto,High Speed,Yes,Low
Male,No,No,No,1,Yes,No,Fiber optic,Not Secure,No Backup,Not Protected,No Support,Month-to-month,Yes,Electronic check,69.8,69.8,Churned,69.8,No Streaming,0-1 Year,High Risk,Manual,High Speed,No,Low
Female,No,Yes,No,21,Yes,Yes,Fiber optic,Not Secure,No Backup,Not Protected,No Support,Month-to-month,Yes,Electronic check,94.3,1948.35,Retained,92.77857142857142,TV + Movies,1-2 Years,High Risk,Manual,High Speed,Yes,Medium
Male,Yes,Yes,No,51,Yes,Yes,Fiber optic,Secure,No Backup,Protected,No Support,Month-to-month,Yes,Bank transfer (automatic),93.8,4750.95,Churned,93.15588235294118,TV Only,4+ Years,High Risk,Auto,High Speed,Yes,Medium
Female,No,Yes,Yes,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.55,1007.9,Retained,19.016981132075472,No Streaming,4+ Years,Medium Risk,Auto,No Internet,No,Low
